valueDate,code,name,category,risk,company,manager,establishmentDate,size,rating,quota,institutionalProportion,shares,bonds,cash,yield,vix,loss,last1m,last3m,last6m,last1y,last2y,last3y,series
2026-09-07,270044,广发双债添利债券A,债券型-混合一级,中低风险,广发基金,代宇,2012-09-20,54.27,5,10000000,18.13,0.0,135.11,0.27,1.99,0.11,-1.7,0.29,0.5,1.7,2.93,5.12,11.77,0.0/-0.39/0.41/0.29/0.55/1.28/1.72/1.91/2.4/2.42/2.75/2.93
2026-09-07,200009,长城稳健增利债券A,债券型-混合二级,中低风险,长城基金,魏建,2008-08-27,8.47,5,10000000,48.65,0.0,117.57,0.02,2.03,0.1,-2.42,0.3,0.63,1.68,3.02,5.16,11.51,0.0/-0.25/0.52/0.37/0.58/1.2/1.8/2.25/2.39/2.35/2.85/3.02
2026-09-07,009947,华宝宝泓债券,债券型-长债,中低风险,华宝基金,付婷,2021-02-25,21.31,4,-1,99.98,0.0,106.92,0.02,1.99,0.08,-0.83,0.25,0.48,1.69,3.08,6.02,9.81,0.0/-0.32/0.57/0.34/0.67/1.25/1.46/2.1/2.62/2.63/2.99/3.08
2026-09-07,001741,广发百发大数据精选混合A,混合型-灵活,中高风险,广发基金,陈韫中,2015-09-14,3.3,5,50000,10.17,93.21,1.44,4.55,35.51,1.86,-35.29,0.48,-1.04,19.62,99.9,132.64,104.58,0.0/10.04/7.03/27.83/74.93/76.26/46.61/77.69/168.24/73.59/108.29/99.9
2026-09-07,002268,兴业丰利债券A,债券型-长债,中低风险,兴业基金,伍方方,2015-12-28,44.28,4,100,99.7656,0.0,108.96,0.11,1.92,0.09,-0.76,0.35,0.76,1.68,2.64,5.03,9.84,0.0/-0.18/0.41/0.18/0.3/0.87/0.93/1.51/1.96/1.92/2.53/2.64
2026-09-07,007419,国寿安保泰弘纯债债券,债券型-长债,中低风险,国寿安保基金,陶尹斌,2019-07-23,160.26,4,-1,99.88,0.0,101.66,0.02,1.98,0.09,-1.21,0.23,0.6,1.67,2.95,5.64,10.34,0.0/-0.41/0.52/0.31/0.55/1.13/1.35/2.02/2.18/2.5/2.85/2.95
2026-09-07,070037,嘉实纯债债券A,债券型-长债,中低风险,嘉实基金,轩璇,2012-12-11,43.1,4,1000000,95.04,0.0,113.43,0.03,2.01,0.09,-0.92,0.3,0.64,1.77,2.99,5.43,10.22,0.0/-0.26/0.52/0.35/0.56/1.05/1.29/1.9/2.36/2.55/2.91/2.99
2026-09-07,012605,东财证券保险A,指数型-股票,中高风险,东财基金,姚楠燕,2021-07-21,1.36,3,-1,8.92,94.98,0.0,5.96,4.86,1.72,-24.07,0.8,9.3,-3.59,-7.55,34.33,18.98,0.0/-3.08/2.12/-3.53/11.4/4.34/-10.77/-7.96/-15.41/-6.37/-10.83/-7.55
2026-09-07,006337,华安安浦债券A,债券型-长债,中低风险,华安基金,李振宇,2018-09-06,61.69,4,10000000,87.12,0.0,92.57,0.29,1.95,0.09,-0.98,0.28,0.66,1.71,2.68,5.53,10.04,0.0/-0.27/0.42/0.24/0.43/0.88/1.03/1.66/2.07/2.04/2.6/2.68
2026-09-07,005313,万家中证1000指数增强A,指数型-股票,中高风险,万家基金,乔亮,2018-01-30,9.9,2,-1,8.29,94.25,0.0,6.77,11.04,2.05,-29.13,2.02,-3.71,-2.64,12.85,85.9,38.46,0.0/2.09/-3.58/0.99/18.9/20.03/6.73/28.48/30.48/3.58/14.43/12.85
2026-09-07,006416,方正富邦丰利债券A,债券型-混合二级,中风险,方正富邦基金,牛伟松,2018-12-07,2.59,3,-1,97.52,14.07,90.08,0.81,2.92,0.18,-2.48,2.18,2.01,0.92,2.48,7.56,11.92,0.0/-0.64/0.64/-0.19/1.6/1.95/0.13/1.86/1.55/-0.56/2.14/2.48
2026-09-07,004952,兴全恒益债券A,债券型-混合二级,中风险,兴证全球基金,张睿,2017-09-20,62.13,3,10000000,96.96,29.82,85.08,0.36,3.9,0.62,-9.31,-0.57,1.88,0.11,3.49,24.56,15.9,0.0/-1.54/1.76/-0.5/3.19/4.62/1.13/4.65/1.58/1.03/4.34/3.49
2026-09-07,012451,国寿安保安恒金融债债券,债券型-利率债,中低风险,国寿安保基金,李一鸣,2021-06-25,10.44,4,0,98.77,0.0,106.58,0.1,2.26,0.22,-2.75,0.32,0.97,1.94,2.5,6.33,12.82,0.0/-0.79/0.53/-0.49/-0.07/0.51/0.46/1.24/1.24/1.74/2.37/2.5
2026-09-07,008936,中银产业债债券C,债券型-混合二级,中风险,中银基金,范锐,2020-03-06,4.16,3,-1,88.0571,20.88,98.92,3.16,2.69,0.37,-4.91,0.21,0.66,-0.81,1.95,17.12,15.16,0.0/0.79/1.4/0.33/3.25/3.46/0.87/3.47/1.16/2.04/1.5/1.95
2026-09-07,006869,广发政策性金融债,债券型-长债,中低风险,广发基金,高翔,2019-08-14,175.74,3,-1,99.75,0.0,115.25,0.0,1.97,0.09,-1.19,0.2,0.6,1.69,2.89,5.82,10.0,0.0/-0.07/0.5/0.3/0.45/0.98/1.3/1.84/2.32/2.46/2.79/2.89
2026-09-07,005171,富国景利纯债债券A,债券型-长债,中低风险,富国基金,朱梦娜,2017-11-09,13.27,4,30000000,98.23,0.0,102.98,0.06,1.96,0.08,-0.79,0.23,0.58,1.7,3.0,5.31,10.38,0.0/-0.35/0.4/0.21/0.55/1.18/1.34/2.02/2.44/2.47/2.89/3.0
2026-09-07,002720,国寿安保尊利增强回报债券A,债券型-混合二级,中风险,国寿安保基金,葛佳,2016-05-26,16.16,4,-1,98.82,13.72,98.19,6.31,3.57,0.34,-4.33,-0.14,0.27,0.28,6.21,19.3,16.13,0.0/1.34/4.02/2.94/6.37/6.89/4.77/7.24/9.08/6.49/6.44/6.21
2026-09-07,001889,中欧增强回报债券(LOF)E,债券型-混合一级,中风险,中欧基金,邓欣雨,2015-10-08,5.12,5,-1,93.5,0.0,100.58,0.16,2.27,0.15,-1.01,0.01,0.39,0.71,2.59,9.98,15.18,0.0/-0.35/0.62/0.08/1.43/1.94/1.72/2.8/2.12/2.4/2.66/2.59
2026-09-07,003869,长信稳势纯债,债券型-长债,中低风险,长信基金,王祎杰,2017-08-18,46.22,3,10000,99.48,0.0,116.12,0.03,1.88,0.07,-0.67,0.23,0.51,1.59,3.07,5.37,9.34,0.0/-0.24/0.59/0.5/0.76/1.37/1.55/2.06/2.55/2.56/2.98/3.07
2026-09-07,009784,安信尊享添利利率债A,债券型-利率债,中低风险,安信基金,王涛,2020-08-24,4.53,3,-1,98.27,0.0,105.15,0.63,1.94,0.09,-1.2,0.26,0.69,1.61,3.03,5.03,10.22,0.0/-0.1/0.64/0.49/0.65/1.28/1.57/2.01/2.34/2.44/2.95/3.03
2026-09-07,007536,博时富乐纯债债券A,债券型-长债,中低风险,博时基金,胥艺,2019-09-17,3.02,4,10000000,96.12,0.0,112.1,0.95,1.96,0.11,-1.4,0.26,0.71,1.84,2.77,5.18,10.03,0.0/-0.59/0.49/-0.04/0.31/0.54/1.01/1.58/2.12/2.15/2.66/2.77
2026-09-07,006183,南方泽元债券A,债券型-长债,中低风险,南方基金,刘诗瑶,2018-09-14,1.78,0,-1,97.97,0.0,103.12,2.56,1.96,0.11,-1.52,0.29,0.63,1.76,3.3,5.05,9.32,0.0/-0.36/0.25/-0.01/1.02/1.19/2.23/2.23/2.73/2.92/3.19/3.3
2026-09-07,000069,国投瑞银中高等级债券A,债券型-混合一级,中风险,国投瑞银基金,王侃,2013-05-14,14.01,4,-1,59.73,0.0,118.44,3.22,2.04,0.12,-1.05,-0.07,0.29,0.92,3.28,8.22,11.85,0.0/-0.03/0.92/0.43/2.44/2.68/1.96/2.98/3.26/2.95/3.35/3.28
2026-09-07,007828,创金合信信用红利债券A,债券型-混合一级,中低风险,创金合信基金,郑振源,2019-09-26,36.02,3,1000000,83.47,0.0,98.84,0.14,1.87,0.08,-0.85,0.26,0.5,1.5,2.97,4.98,10.34,0.0/-0.27/0.52/0.33/0.61/1.27/1.5/2.08/2.47/2.58/2.87/2.97
2026-09-07,005345,长安泓润纯债债券A,债券型-长债,中低风险,长安基金,李坤,2018-06-06,5.35,3,1000000,95.03,0.0,105.92,0.82,1.98,0.1,-1.57,0.36,0.86,2.38,3.16,3.89,8.39,0.0/-0.81/0.32/-0.61/-0.39/0.67/0.69/1.83/2.31/2.35/3.1/3.16
2026-09-07,257030,国联安优势混合,混合型-偏股,中高风险,国联安基金,韦明亮,2007-01-24,3.15,4,-1,0.05,89.72,0.0,10.48,9.18,1.94,-25.39,-1.35,-10.04,8.54,12.86,69.53,39.37,0.0/12.68/0.45/8.79/5.52/3.98/4.17/35.42/40.04/8.07/18.39/12.86
2026-09-07,009610,天弘永利债券C,债券型-混合二级,中风险,天弘基金,张寓,2020-05-27,17.38,2,-1,32.12,15.04,93.74,0.31,2.29,0.26,-3.16,0.28,1.21,0.66,2.0,10.6,10.6,0.0/-0.65/0.0/-1.09/0.55/1.73/0.69/1.96/0.04/2.26/1.48/2.0
2026-09-07,166008,中欧增强回报债券(LOF)A,债券型-混合一级,中风险,中欧基金,邓欣雨,2010-12-02,26.11,5,-1,93.11,0.0,100.58,0.16,2.27,0.15,-1.0,0.01,0.38,0.71,2.59,9.93,15.13,0.0/-0.34/0.63/0.09/1.44/1.95/1.73/2.8/2.12/2.4/2.66/2.59
2026-09-07,070001,嘉实成长收益混合A,混合型-偏股,中高风险,嘉实基金,方晗,2002-11-05,15.91,2,-1,2.7,58.15,24.26,17.87,7.54,1.32,-21.86,0.45,1.85,3.91,8.31,43.85,18.14,0.0/7.21/10.16/5.57/9.36/5.99/0.03/11.08/6.33/10.49/7.82/8.31
2026-09-07,008956,鹏华中债3-5年国开行债券指数A,指数型-固收,中低风险,鹏华基金,张羊城,2020-04-27,44.4,4,1000000,99.14,0.0,108.63,0.61,1.97,0.11,-1.18,0.2,0.56,1.59,2.85,5.74,11.02,0.0/-0.08/0.49/0.33/0.52/1.07/1.35/1.82/2.35/2.51/2.79/2.85
2026-09-07,007168,华安安和债券C,债券型-长债,中低风险,华安基金,康钊,2019-11-19,39.16,4,50000,74.29,0.0,111.41,0.01,1.98,0.07,-0.68,0.34,0.67,1.89,2.95,4.94,9.83,0.0/-0.12/0.36/0.16/0.46/1.08/1.59/1.75/2.28/2.32/2.85/2.95
2026-09-07,006493,南方中债3-5年农发行债券指数A,指数型-固收,中低风险,南方基金,朱佳,2018-12-05,52.64,4,-1,99.06,0.0,124.3,0.0,1.96,0.12,-1.41,0.21,0.54,1.67,2.84,5.55,10.96,0.0/-0.06/0.55/0.32/0.51/1.08/1.48/1.76/2.34/2.38/2.79/2.84
2026-09-07,006044,永赢惠益债券C,债券型-利率债,中低风险,永赢基金,吴玮,2018-06-15,3.53,4,-1,95.8575,0.0,106.24,0.0,1.98,0.14,-1.69,0.16,0.55,1.79,2.92,5.38,11.21,0.0/-0.31/0.47/0.04/0.01/0.95/1.25/1.89/2.43/2.57/2.89/2.92
2026-09-07,164808,工银四季收益债券A,债券型-混合一级,中低风险,工银瑞信基金,黄杨荔,2011-02-10,28.05,3,-1,34.06,1.51,106.02,1.34,2.03,0.12,-0.93,0.04,0.5,1.04,2.67,8.34,10.98,0.0/-0.46/0.7/0.13/1.42/1.79/1.3/2.17/2.1/2.55/2.7/2.67
2026-09-07,004127,鹏华丰康债券A,债券型-中短债,中低风险,鹏华基金,杜培俊,2017-03-17,5.88,3,1000000,79.89,0.0,112.54,1.22,1.94,0.07,-0.84,0.28,0.86,1.72,2.9,5.18,8.87,0.0/-0.35/0.38/0.31/0.92/1.16/1.63/1.78/1.86/2.26/2.81/2.9
2026-09-07,012323,华宝医疗ETF联接C,指数型-股票,中高风险,华宝基金,张放,2021-05-13,24.64,2,-1,2.94,0.0,0.0,5.39,2.71,1.88,-34.97,1.46,13.91,0.33,-15.53,18.9,-13.99,0.0/-7.67/-8.09/-14.33/-2.76/-15.8/-21.36/-15.36/-25.84/-16.23/-11.94/-15.53
2026-09-07,202212,南方平衡配置混合A,混合型-灵活,中高风险,南方基金,万朝辉,2011-06-21,4.03,5,-1,18.8,77.6,20.1,3.35,27.92,2.05,-25.3,4.51,5.73,18.03,31.34,137.04,90.34,0.0/5.12/-3.03/1.46/16.05/17.13/2.91/28.05/56.67/17.03/33.24/31.34
2026-09-07,011617,汇添富AAA级信用纯债E,债券型-信用债,中低风险,汇添富基金,杨靖,2021-02-22,4.51,3,-1,87.86,0.0,99.96,0.26,1.96,0.13,-1.68,0.26,0.66,1.87,3.15,4.92,9.49,0.0/-0.71/0.57/0.04/0.31/1.16/1.22/2.11/2.6/2.54/3.07/3.15
2026-09-07,007253,广发中债农发债总指数C,指数型-固收,中低风险,广发基金,王予柯,2019-11-20,1.33,4,-1,26.32,0.0,101.45,0.01,1.95,0.15,-1.89,0.19,0.49,1.81,2.66,5.07,11.88,0.0/-0.63/0.45/-0.31/-0.24/0.68/1.03/1.63/2.17/2.33/2.61/2.66
2026-09-07,161216,国投瑞银双债债券(LOF)A,债券型-混合一级,中风险,国投瑞银基金,李达夫,2011-03-29,26.58,4,-1,88.17,5.27,101.44,2.14,2.09,0.22,-1.89,-0.29,-0.08,0.15,3.48,10.52,13.97,0.0/-0.05/1.12/0.26/3.5/4.02/2.05/3.98/4.61/3.35/3.86/3.48
2026-09-07,000402,工银纯债债券A,债券型-长债,中低风险,工银瑞信基金,谷衡,2014-05-16,79.16,3,50000000,58.86,0.0,98.53,0.05,1.92,0.07,-0.56,0.27,0.61,1.6,2.84,5.54,9.66,0.0/-0.24/0.43/0.27/0.53/1.11/1.33/1.87/2.25/2.24/2.75/2.84
2026-09-07,001003,华夏债券C,债券型-混合一级,中风险,华夏基金,武文琦,2006-04-03,4.15,4,-1,4.87,0.0,113.09,2.01,2.29,0.15,-1.68,-0.1,0.62,1.59,3.37,8.53,11.99,0.0/-0.38/0.31/0.21/2.9/2.1/1.26/2.72/2.71/2.84/3.47/3.37
2026-09-07,008409,景顺长城景泰裕利纯债债券A,债券型-长债,中低风险,景顺长城基金,彭成军,2020-04-29,122.11,4,-1,99.3,0.0,82.17,1.81,1.93,0.09,-0.93,0.26,0.71,1.65,2.64,5.33,10.22,0.0/-0.35/0.39/0.07/0.25/0.88/0.98/1.65/1.78/2.1/2.56/2.64
2026-09-07,003073,宏利汇利债券A,债券型-长债,中低风险,宏利基金,高春梅,2016-08-30,6.24,3,1000000,98.2,0.0,88.6,0.33,1.99,0.11,-1.72,0.35,1.05,2.27,2.66,4.1,9.22,0.0/-0.8/0.15/-0.64/-0.53/0.26/0.16/1.07/1.35/1.82/2.62/2.66
2026-09-07,006665,华夏鼎康债券A,债券型-利率债,中低风险,华夏基金,吴彬,2019-01-24,15.25,3,50000000,99.97,0.0,87.18,0.24,1.95,0.09,-0.88,0.28,0.8,1.88,2.75,5.1,9.38,0.0/-0.08/0.27/0.19/0.3/0.79/1.39/1.27/2.0/1.98/2.68/2.75
2026-09-07,002927,长盛盛和纯债A,债券型-长债,中低风险,长盛基金,王贵君,2016-07-05,24.19,4,1000000,97.45,0.0,121.97,0.03,1.91,0.08,-0.83,0.25,0.51,1.52,2.69,5.65,10.52,0.0/-0.35/0.44/0.22/0.79/0.82/1.7/2.07/2.03/2.33/2.58/2.69
2026-09-07,011984,永赢中债3-5年政金债指数C,指数型-固收,中低风险,永赢基金,吴玮,2021-09-02,4.13,4,-1,24.0492,0.0,125.76,0.0,1.96,0.12,-1.54,0.16,0.48,1.74,3.08,5.29,11.06,0.0/-0.11/0.52/0.31/0.4/1.11/1.73/2.01/2.63/2.78/3.04/3.08
2026-09-07,002188,鹏华丰华债券,债券型-中短债,中低风险,鹏华基金,刘涛,2015-12-02,11.38,4,1000,97.8,0.0,106.0,2.23,1.92,0.08,-0.7,0.25,0.63,1.77,2.48,5.54,10.09,0.0/-0.26/0.35/-0.16/0.09/0.61/0.84/1.28/1.82/1.8/2.34/2.48
2026-09-07,011790,建信创新驱动混合,混合型-偏股,中高风险,建信基金,邵卓,2021-08-10,12.16,5,-1,29.66,93.18,0.0,12.14,21.99,2.2,-34.65,-2.1,-9.7,7.81,44.07,136.47,86.46,0.0/10.82/-1.19/9.37/17.17/36.69/19.25/36.35/103.04/32.68/50.22/44.07
2026-09-07,206015,鹏华纯债债券D,债券型-混合一级,中低风险,鹏华基金,吴国杰,2012-09-03,1.99,0,10000,15.98,0.0,98.46,13.08,2.17,0.07,-0.54,0.28,0.47,1.05,2.91,8.41,11.92,0.0/0.44/0.57/0.61/0.87/1.69/1.77/2.21/2.46/2.53/2.8/2.91
2026-09-07,005927,创金合信新能源汽车股票A,股票型,中高风险,创金合信基金,曹春林,2018-05-08,5.81,2,-1,0.02,87.72,0.0,8.97,4.7,2.12,-31.92,1.34,-9.43,0.98,13.45,39.7,14.05,0.0/13.38/-1.17/5.63/19.63/18.7/3.59/35.61/49.46/6.06/18.82/13.45
2026-09-07,570008,诺德周期策略混合,混合型-偏股,中高风险,诺德基金,罗世锋,2012-03-21,12.19,5,-1,47.11,91.37,0.0,11.93,39.55,2.64,-41.97,10.3,-11.82,33.68,74.22,181.27,108.0,0.0/13.35/0.5/23.12/19.55/34.02/24.29/75.68/139.07/38.74/73.32/74.22
2026-09-07,007028,易方达中证500ETF联接发起式A,指数型-股票,中高风险,易方达基金,余海燕,2019-03-20,21.37,3,-1,0.84,1.3,1.44,5.59,9.72,1.79,-20.59,-0.66,-0.92,-4.12,14.18,72.05,42.54,0.0/5.68/-1.95/3.05/22.4/23.89/7.25/27.91/30.58/10.49/17.25/14.18
2026-09-07,007485,博时中债3-5年国开行A,指数型-固收,中低风险,博时基金,倪玉娟,2019-07-19,53.35,4,-1,96.16,0.0,105.3,0.67,1.94,0.11,-1.0,0.19,0.53,1.61,2.77,5.68,10.85,0.0/-0.12/0.43/0.23/0.43/0.96/1.4/2.17/2.08/2.42/2.63/2.77
2026-09-07,006674,大成景旭纯债债券B,债券型-长债,中低风险,大成基金,方锐,2018-11-22,2.1,3,-1,100.0,0.0,99.02,1.0,1.92,0.11,-1.09,0.34,0.78,1.82,2.45,5.02,9.7,0.0/-0.24/0.63/-0.08/-0.03/0.49/0.67/1.3/1.66/1.85/2.37/2.45
2026-09-07,008302,永赢易弘债券A,债券型-混合一级,中低风险,永赢基金,陶毅,2020-03-23,55.49,4,-1,99.0056,0.0,107.21,0.12,1.97,0.12,-0.86,0.04,0.46,1.01,2.53,7.88,11.53,0.0/-0.37/0.4/-0.15/1.36/1.65/1.16/2.14/1.99/2.32/2.53/2.53
2026-09-07,001742,广发百发大数据精选混合E,混合型-灵活,中高风险,广发基金,陈韫中,2015-09-14,3.33,5,50000,5.5,93.21,1.44,4.55,35.36,1.85,-35.3,0.48,-1.04,19.59,99.8,131.65,103.92,0.0/9.98/7.05/32.25/74.93/76.17/46.5/77.6/168.13/73.49/108.23/99.8
2026-09-07,007740,天弘信益债券A,债券型-长债,中低风险,天弘基金,潘昱杉,2019-08-23,64.67,4,-1,88.66,0.0,98.52,0.71,1.99,0.1,-1.39,0.28,0.63,1.59,2.7,5.76,10.87,0.0/-0.17/0.44/0.31/0.62/1.09/1.15/1.66/2.15/2.12/2.65/2.7
2026-09-07,006333,招商金鸿债券C,债券型-混合一级,中风险,招商基金,黄晓婷,2018-11-02,2.33,4,10000000,7.43,0.0,98.94,0.6,2.07,0.16,-1.79,-0.76,0.53,0.81,3.42,9.45,12.94,0.0/-0.25/1.22/-0.33/2.97/3.22/1.37/3.28/2.86/3.99/4.03/3.42
2026-09-07,007745,长盛安逸纯债债券C,债券型-长债,中低风险,长盛基金,王贵君,2020-01-20,5.57,4,500,0.0,0.0,97.94,0.33,1.89,0.08,-0.74,0.24,0.48,1.67,2.97,5.15,9.95,0.0/-0.36/0.47/0.22/0.52/1.15/1.42/2.03/2.51/2.48/2.91/2.97
2026-09-07,161019,富国新天锋债券(LOF)A,债券型-混合一级,中风险,富国基金,武磊,2012-05-07,14.41,4,-1,86.17,0.0,99.67,0.52,2.16,0.23,-2.93,-0.54,0.27,-0.01,3.38,12.01,13.21,0.0/-0.16/1.52/0.87/3.94/4.14/1.77/4.93/3.1/3.94/3.94/3.38
2026-09-07,002139,泓德裕泰债券C,债券型-混合二级,中低风险,泓德基金,赵端端,2015-12-17,1.25,3,-1,7.92,9.19,114.45,0.51,2.12,0.1,-1.33,0.59,1.18,0.79,2.18,6.85,11.63,0.0/-0.34/0.23/0.09/1.15/1.59/0.95/1.61/0.42/0.87/2.27/2.18
2026-09-07,360014,光大信用添益债券C,债券型-混合二级,中高风险,光大保德信基金,黄波,2011-05-16,6.18,4,-1,52.15,19.21,92.67,2.19,8.5,1.27,-20.12,-0.9,4.11,0.08,6.8,56.34,29.98,0.0/-1.38/2.83/-1.7/8.42/9.8/2.92/9.72/2.59/7.45/5.92/6.8
2026-09-07,013119,中信保诚中证500指数(LOF)C,指数型-股票,中高风险,中信保诚基金,黄稚,2021-08-26,1.43,3,-1,91.73,94.6,0.03,5.96,9.65,1.74,-19.52,-0.3,-0.7,-3.33,14.47,68.29,41.35,0.0/5.44/-2.08/2.34/21.4/23.08/6.82/27.67/30.41/9.9/16.93/14.47
2026-09-07,001490,汇添富国企创新股票A,股票型,中高风险,汇添富基金,邵蕴奇,2015-07-10,3.51,1,-1,0.03,90.93,0.0,9.55,7.36,1.27,-20.92,0.56,2.63,-0.3,21.39,32.38,10.27,0.0/-1.52/6.42/3.85/12.89/23.22/10.63/16.31/29.33/14.78/22.24/21.39
2026-09-07,002206,博时裕康纯债债券A,债券型-长债,中低风险,博时基金,胥艺,2015-12-03,2.88,4,100000000,98.51,0.0,92.39,0.47,1.95,0.09,-0.92,0.32,0.69,1.81,2.48,5.32,10.29,0.0/-0.32/0.46/0.03/0.22/0.65/1.24/1.22/1.79/2.03/2.36/2.48
2026-09-07,004601,博时富腾纯债债券A,债券型-长债,中低风险,博时基金,郭思洁,2017-06-27,13.35,4,5000000,94.98,0.0,96.02,0.14,1.91,0.08,-0.66,0.25,0.58,1.6,2.55,5.63,10.43,0.0/-0.27/0.37/0.12/0.34/0.96/1.52/1.58/1.96/2.01/2.46/2.55
2026-09-07,005974,东方红配置精选混合A,混合型-偏债,中风险,东方红资产管理,孔令超,2018-05-21,11.74,3,-1,16.5,27.91,83.74,0.72,2.22,0.4,-4.16,-0.23,1.16,-0.65,-0.28,14.79,16.02,0.0/0.66/-0.65/-0.09/1.78/1.92/-1.01/0.83/-1.65/-1.77/0.23/-0.28
2026-09-07,630003,华商收益增强债券A,债券型-混合一级,中风险,华商基金,张永志,2009-01-23,8.21,3,-1,92.28,0.0,89.47,11.68,2.26,0.28,-7.14,0.14,0.46,0.73,2.42,12.64,8.86,0.0/-0.34/0.13/-0.47/1.95/2.15/1.14/2.55/1.95/2.21/2.28/2.42
2026-09-07,121006,国投瑞银稳健增长混合,混合型-偏股,中高风险,国投瑞银基金,吉莉,2008-06-11,7.38,4,-1,17.21,68.8,0.0,31.77,8.55,1.3,-12.96,-2.13,0.5,-4.66,15.25,59.63,43.51,0.0/7.35/2.67/8.78/24.2/24.36/10.89/22.16/22.08/11.71/17.76/15.25
2026-09-07,010354,南方崇元纯债债券C,债券型-长债,中低风险,南方基金,杜才超,2021-03-31,3.55,5,-1,13.93,0.0,103.95,1.58,2.05,0.16,-2.36,0.31,0.59,1.96,2.91,5.26,11.18,0.0/-0.77/0.6/-0.31/-0.23/0.76/0.96/1.84/2.33/2.39/2.71/2.91
2026-09-07,006915,南方亨元债券A,债券型-长债,中低风险,南方基金,江佳骏,2019-03-01,8.28,3,-1,99.37,0.0,113.25,6.1,1.83,0.08,-1.12,0.29,0.55,1.58,2.95,4.9,8.99,0.0/-0.05/0.38/0.35/1.05/1.05/1.59/1.99/2.42/2.5/2.8/2.95
2026-09-07,006714,博时富源纯债债券A,债券型-利率债,中低风险,博时基金,李秋实,2019-03-04,5.16,2,-1,98.71,0.0,94.83,1.24,1.93,0.12,-1.33,0.39,0.98,2.1,2.53,4.02,9.17,0.0/-0.23/0.34/-0.31/-0.23/0.25/0.5/1.01/1.62/1.5/2.38/2.53
2026-09-07,010388,易方达医药生物股票C,股票型,中高风险,易方达基金,杨桢霄,2020-11-04,11.58,4,-1,33.14,92.29,0.0,9.17,13.8,2.78,-38.22,3.96,30.77,12.02,-18.07,35.65,47.04,0.0/-10.9/-14.73/-10.33/-10.06/-26.86/-15.03/-29.12/-37.35/-15.65/-21.19/-18.07
2026-09-07,000205,易方达投资级信用债债券A,债券型-信用债,中低风险,易方达基金,王晓晨,2013-09-10,9.12,4,0,68.25,0.0,87.8,0.67,1.94,0.07,-0.49,0.31,0.73,1.69,2.93,4.7,10.17,0.0/-0.13/0.24/0.26/0.48/1.14/1.28/1.78/2.25/2.25/2.86/2.93
2026-09-07,163819,中银信用增利债券(LOF)A,债券型-混合一级,中低风险,中银基金,白洁,2012-03-12,19.69,5,-1,32.8189,2.48,123.15,0.92,2.11,0.18,-1.02,-0.05,0.09,0.58,2.56,9.94,14.24,0.0/-0.22/0.54/0.17/1.8/2.18/1.54/2.56/3.12/2.45/2.65/2.56
2026-09-07,009496,大成景轩中高等级债券C,债券型-长债,中低风险,大成基金,冯佳,2020-09-01,1.81,3,200000,0.14,0.0,128.1,0.13,1.93,0.12,-1.64,0.34,0.68,1.88,2.81,4.66,9.74,0.0/-0.39/0.48/0.2/0.11/0.68/1.59/1.5/2.18/2.05/2.72/2.81
2026-09-07,166016,中欧纯债债券(LOF)C,债券型-长债,中低风险,中欧基金,闫沛贤,2013-01-31,19.91,4,50000000,78.97,0.0,134.95,0.38,1.95,0.1,-1.22,0.3,0.62,1.65,2.52,5.69,10.6,0.0/-0.08/0.51/0.44/0.44/0.54/1.46/1.45/1.95/1.76/2.44/2.52
2026-09-07,007078,工银3-5年国开债指数A,指数型-固收,中风险,工银瑞信基金,汪湛,2019-04-16,21.93,4,-1,98.15,0.0,116.59,0.05,1.93,0.13,-1.31,0.15,0.44,1.59,2.84,5.66,11.27,0.0/-0.16/0.5/0.25/0.4/1.04/1.59/2.3/2.22/2.57/2.7/2.84
2026-09-07,007657,东方红中证竞争力指数A,指数型-股票,中高风险,东方红资产管理,徐习佳,2019-07-31,4.45,4,-1,7.86,93.51,0.04,6.75,14.02,1.31,-15.44,0.92,3.51,3.62,17.0,76.05,53.8,0.0/5.0/0.35/3.78/10.44/15.21/6.67/20.64/13.04/18.74/15.94/17.0
2026-09-07,100016,富国天源沪港深平衡混合A,混合型-灵活,中高风险,富国基金,曾新杰,2002-08-16,5.66,3,-1,23.7,61.96,25.32,10.7,12.33,1.42,-20.27,2.02,0.45,11.2,15.21,58.41,37.17,0.0/3.75/-2.21/2.48/7.05/6.04/-1.5/18.18/33.24/6.22/16.49/15.21
2026-09-07,100018,富国天利增长债券A,债券型-混合一级,中低风险,富国基金,黄纪亮,2003-12-02,89.63,3,-1,36.36,0.0,101.53,0.02,1.96,0.11,-0.82,0.0,0.38,1.35,2.6,7.72,10.56,0.0/-0.58/0.33/-0.02/0.2/1.25/1.1/2.18/2.06/2.58/2.56/2.6
2026-09-07,003923,长盛盛康纯债债券C,债券型-长债,中低风险,长盛基金,张建,2017-02-13,1.68,3,5000000,27.56,0.0,124.77,0.11,1.96,0.06,-0.62,0.34,0.59,1.7,3.15,5.53,8.92,0.0/-0.18/0.62/0.43/0.71/1.31/1.47/2.07/2.61/2.59/2.97/3.15
2026-09-07,006451,华富中证5年恒定久期国开债指数A,指数型-固收,中低风险,华富基金,张娅,2019-01-28,29.72,4,-1,99.54,0.0,87.79,0.01,1.9,0.12,-1.34,0.17,0.56,1.66,2.81,5.16,10.67,0.0/-0.25/0.48/0.18/0.27/0.95/1.21/1.78/2.29/2.33/2.76/2.81
